-0.06543757	-0.08520298	-0.04331871	0.0013151473	0.049224637	-0.053399615	0.051618375	0.037202694	0.017801715	-0.011165259	0.023973439	0.04837969	-0.029121116	-0.0018965799	0.023661526	-0.050104946
-0.046270788	-0.0476356	-0.016228037	0.04738974	-0.033256166	-0.0108560845	0.06559806	0.05452116	0.022881974	-0.0019560265	0.02818607	0.08056147	0.05074217	-0.038103998	0.028953655	-0.05152648
-0.098704286	-0.034861784	0.009823399	0.03861081	0.024079636	-0.09388956	0.07169657	0.014333715	0.012524921	-0.074821234	0.0030316697	0.10895489	0.062157337	-0.045878794	0.073211394	0.039462663
-0.11080934	-0.0076058563	-0.027731307	-0.007234396	-0.02775655	-0.043988295	0.14124927	0.010753566	0.0014533054	2.7248712e-05	-0.0018437583	0.08618036	-0.028869992	0.0035019554	0.04739202	-0.06065701
-0.10573267	-0.014034166	-0.031579748	-0.015232813	-0.0011195915	-0.084953964	0.13109826	-0.07166159	0.031795904	0.013198224	0.034605682	0.042682644	-0.04489997	-0.030944895	0.014131158	-0.019608196
-0.07741458	-0.08897788	-0.060070638	0.03698421	-0.06586032	-0.03403093	0.06426518	0.054123234	0.08711413	-0.058503862	-0.06128711	0.082564466	0.03657476	-0.007988788	0.0138182845	-0.02553641
-0.12398115	-0.028155152	0.012678516	0.038094714	0.006553039	-0.029045101	0.060059972	0.10257707	0.04776344	0.064957656	0.021788076	0.0664789	0.0016232821	0.044082902	0.06617917	0.06782907
-0.016753133	-0.030025056	-0.05746452	0.076989345	0.01527924	-0.048039913	0.054366983	0.021256572	0.060531333	0.025994007	0.020953014	0.079021856	0.026947225	0.035235338	-0.012615302	-0.006686192
-0.13281715	-0.012014442	0.024391098	0.022842806	0.033080343	-0.003471961	0.12629488	0.11821249	-0.056546476	-0.01309554	0.013750965	-0.009578032	0.013711761	0.00871148	0.0009967794	-0.025815
0.0021756045	0.023835132	-0.031242672	0.0045598857	-0.01378954	-0.05370941	0.059024923	0.049070667	0.0011280965	0.057763245	0.02048789	0.07248725	-0.032214686	-0.044055786	0.061817784	0.028322173
-0.058335133	-0.031336825	-0.026041625	-0.035057534	0.021566654	-0.096696585	0.054740004	0.041605458	-0.012581392	-0.027611313	0.054050177	0.013483695	0.0005986074	-0.08031878	-0.021039579	-0.063927814
-0.1412638	-0.039798107	-0.012207362	0.0178973	-0.0739542	-0.071505964	0.06495571	0.041333444	-0.010145439	-0.033410434	-0.0014161229	-0.04088781	-0.034802597	-0.02454661	-0.012726937	-0.034161743
-0.14189433	0.053262975	-0.024417577	0.11720569	-0.045857977	-0.06014259	0.021865414	0.057510477	0.044401493	0.0067998585	0.046348803	0.030218692	0.026719064	-0.008286684	-0.03437771	-0.026498072
-0.12739149	-0.03656402	-0.05694605	0.060478747	0.00312366	-0.030194784	0.06586721	0.026500382	-0.0063701305	0.03710478	-0.06691159	0.043480128	-0.0009985487	0.08809398	-0.04086335	-0.05238127
